file_path,mask,xmin,ymin,xmax,ymax
./Dataset/Face-Mask-Detection-master\without_mask\454.jpg,without_mask,120,155,320,433
./Dataset/Face-Mask-Detection-master\without_mask\455.jpg,without_mask,20,49,302,407
./Dataset/Face-Mask-Detection-master\without_mask\456.jpg,without_mask,103,172,320,428
./Dataset/Face-Mask-Detection-master\without_mask\457.jpg,without_mask,25,56,299,383
./Dataset/Face-Mask-Detection-master\without_mask\458.jpg,without_mask,866,1145,538,521
./Dataset/Face-Mask-Detection-master\without_mask\459.jpg,without_mask,897,831,480,640
./Dataset/Face-Mask-Detection-master\without_mask\46.jpg,without_mask,26,44,281,357
./Dataset/Face-Mask-Detection-master\without_mask\460.jpg,without_mask,41,0,198,158
./Dataset/Face-Mask-Detection-master\without_mask\461.jpg,without_mask,15,54,289,393
./Dataset/Face-Mask-Detection-master\without_mask\462.jpg,without_mask,3,27,186,258
./Dataset/Face-Mask-Detection-master\without_mask\463.jpg,without_mask,118,163,320,433
./Dataset/Face-Mask-Detection-master\without_mask\464.jpg,without_mask,116,172,320,428
./Dataset/Face-Mask-Detection-master\without_mask\465.jpg,without_mask,0,0,163,238
./Dataset/Face-Mask-Detection-master\without_mask\466.jpg,without_mask,28,41,295,378
./Dataset/Face-Mask-Detection-master\without_mask\467.jpg,without_mask,30,38,278,342
./Dataset/Face-Mask-Detection-master\without_mask\468.jpg,without_mask,1175,1423,540,960
./Dataset/Face-Mask-Detection-master\without_mask\469.jpg,without_mask,106,190,320,428
./Dataset/Face-Mask-Detection-master\without_mask\47.jpg,without_mask,603,1127,412,501
./Dataset/Face-Mask-Detection-master\without_mask\475.jpg,without_mask,17,38,303,355
./Dataset/Face-Mask-Detection-master\without_mask\476.jpg,without_mask,49,2,153,127
./Dataset/Face-Mask-Detection-master\without_mask\477.jpg,without_mask,115,150,320,428
./Dataset/Face-Mask-Detection-master\without_mask\478.jpg,without_mask,576,851,338,443
./Dataset/Face-Mask-Detection-master\without_mask\48.jpg,without_mask,77,0,201,150
./Dataset/Face-Mask-Detection-master\without_mask\480.jpg,without_mask,102,195,313,443
./Dataset/Face-Mask-Detection-master\without_mask\49.jpg,without_mask,0,26,164,246
./Dataset/Face-Mask-Detection-master\without_mask\50.jpg,without_mask,8,2,146,162
./Dataset/Face-Mask-Detection-master\without_mask\51.jpg,without_mask,109,165,320,428
./Dataset/Face-Mask-Detection-master\without_mask\52.jpg,without_mask,628,847,324,446
./Dataset/Face-Mask-Detection-master\without_mask\53.jpg,without_mask,33,22,167,174
./Dataset/Face-Mask-Detection-master\without_mask\54.jpg,without_mask,120,153,327,433
./Dataset/Face-Mask-Detection-master\without_mask\55.jpg,without_mask,141,72,408,386
./Dataset/Face-Mask-Detection-master\without_mask\56.jpg,without_mask,114,174,320,428
./Dataset/Face-Mask-Detection-master\without_mask\57.jpg,without_mask,558,1430,341,538
./Dataset/Face-Mask-Detection-master\without_mask\58.jpg,without_mask,90,0,367,285
./Dataset/Face-Mask-Detection-master\without_mask\59.jpg,without_mask,104,180,320,428
./Dataset/Face-Mask-Detection-master\without_mask\6.jpg,without_mask,162,60,350,296
./Dataset/Face-Mask-Detection-master\without_mask\61.jpg,without_mask,37,32,260,320
./Dataset/Face-Mask-Detection-master\without_mask\62.jpg,without_mask,6,27,201,233
./Dataset/Face-Mask-Detection-master\without_mask\63.jpg,without_mask,4,24,158,203
./Dataset/Face-Mask-Detection-master\without_mask\64.jpg,without_mask,127,156,320,428
./Dataset/Face-Mask-Detection-master\without_mask\65.jpg,without_mask,122,158,320,428
./Dataset/Face-Mask-Detection-master\without_mask\66.jpg,without_mask,0,11,226,289
./Dataset/Face-Mask-Detection-master\without_mask\67.jpg,without_mask,38,0,206,192
./Dataset/Face-Mask-Detection-master\without_mask\69.jpg,without_mask,7,72,263,330
./Dataset/Face-Mask-Detection-master\without_mask\7.jpg,without_mask,859,1728,864,864
./Dataset/Face-Mask-Detection-master\without_mask\70.jpg,without_mask,102,153,320,433
./Dataset/Face-Mask-Detection-master\without_mask\73.jpg,without_mask,36,9,164,155
./Dataset/Face-Mask-Detection-master\without_mask\74.jpg,without_mask,58,25,184,175
./Dataset/Face-Mask-Detection-master\without_mask\76.jpg,without_mask,0,46,175,260
./Dataset/Face-Mask-Detection-master\without_mask\77.jpg,without_mask,14,0,220,205
./Dataset/Face-Mask-Detection-master\without_mask\79.jpg,without_mask,14,0,221,201
./Dataset/Face-Mask-Detection-master\without_mask\80.jpg,without_mask,10,0,150,178
./Dataset/Face-Mask-Detection-master\without_mask\81.jpg,without_mask,2,15,178,239
./Dataset/Face-Mask-Detection-master\without_mask\83.jpg,without_mask,24,7,319,343
./Dataset/Face-Mask-Detection-master\without_mask\84.jpg,without_mask,0,47,202,274
./Dataset/Face-Mask-Detection-master\without_mask\86.jpg,without_mask,113,149,320,428
./Dataset/Face-Mask-Detection-master\without_mask\87.jpg,without_mask,79,7,185,134
./Dataset/Face-Mask-Detection-master\without_mask\88.jpg,without_mask,42,0,260,166
./Dataset/Face-Mask-Detection-master\without_mask\89.jpg,without_mask,1136,1738,531,800
./Dataset/Face-Mask-Detection-master\without_mask\9.jpg,without_mask,0,10,170,242
./Dataset/Face-Mask-Detection-master\without_mask\90.jpg,without_mask,107,152,320,428
./Dataset/Face-Mask-Detection-master\without_mask\91.jpg,without_mask,53,13,170,180
./Dataset/Face-Mask-Detection-master\without_mask\92.jpg,without_mask,863,1162,332,455
./Dataset/Face-Mask-Detection-master\without_mask\93.jpg,without_mask,0,31,229,332
./Dataset/Face-Mask-Detection-master\without_mask\94.jpg,without_mask,56,25,168,166
./Dataset/Face-Mask-Detection-master\without_mask\95.jpg,without_mask,109,182,320,428
./Dataset/Face-Mask-Detection-master\without_mask\96.jpg,without_mask,38,0,201,195
./Dataset/Face-Mask-Detection-master\without_mask\97.jpg,without_mask,29,21,312,354
./Dataset/Face-Mask-Detection-master\without_mask\98.jpg,without_mask,877,1140,459,446
./Dataset/Face-Mask-Detection-master\without_mask\99.jpg,without_mask,114,144,327,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_1.jpg,without_mask,77,76,309,281
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_100.jpg,without_mask,36,11,313,345
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_101.jpg,without_mask,26,7,317,343
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_103.jpg,without_mask,627,848,327,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_105.jpg,without_mask,43,0,199,176
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_106.jpg,without_mask,43,0,199,176
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_107.jpg,without_mask,43,0,199,176
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_109.jpg,without_mask,107,171,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_111.jpg,without_mask,107,171,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_112.jpg,without_mask,90,159,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_113.jpg,without_mask,111,155,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_114.jpg,without_mask,122,158,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_115.jpg,without_mask,125,162,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_116.jpg,without_mask,19,72,273,388
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_117.jpg,without_mask,119,194,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_118.jpg,without_mask,12,70,266,391
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_119.jpg,without_mask,18,58,274,391
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_12.jpg,without_mask,22,22,143,163
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_120.jpg,without_mask,20,70,273,390
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_121.jpg,without_mask,109,177,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_122.jpg,without_mask,113,175,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_123.jpg,without_mask,107,171,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_124.jpg,without_mask,111,172,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_125.jpg,without_mask,95,164,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_126.jpg,without_mask,98,169,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_127.jpg,without_mask,97,168,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_128.jpg,without_mask,113,162,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_129.jpg,without_mask,102,160,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_13.jpg,without_mask,107,190,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_130.jpg,without_mask,114,163,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_131.jpg,without_mask,116,162,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_132.jpg,without_mask,113,163,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_133.jpg,without_mask,139,72,409,382
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_134.jpg,without_mask,139,72,409,382
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_135.jpg,without_mask,113,68,386,388
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_136.jpg,without_mask,139,72,409,382
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_137.jpg,without_mask,92,160,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_138.jpg,without_mask,92,160,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_139.jpg,without_mask,116,176,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_14.jpg,without_mask,118,187,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_140.jpg,without_mask,133,166,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_141.jpg,without_mask,131,156,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_142.jpg,without_mask,17,74,271,344
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_143.jpg,without_mask,17,74,271,344
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_144.jpg,without_mask,17,74,271,344
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_145.jpg,without_mask,17,74,271,344
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_147.jpg,without_mask,70,24,247,229
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_148.jpg,without_mask,58,22,247,213
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_149.jpg,without_mask,70,24,247,229
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_150.jpg,without_mask,77,32,138,109
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_153.jpg,without_mask,104,166,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_154.jpg,without_mask,101,163,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_155.jpg,without_mask,113,155,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_156.jpg,without_mask,113,155,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_157.jpg,without_mask,104,152,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_158.jpg,without_mask,99,151,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_16.jpg,without_mask,612,881,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_160.jpg,without_mask,100,156,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_161.jpg,without_mask,99,150,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_162.jpg,without_mask,91,177,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_163.jpg,without_mask,116,180,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_164.jpg,without_mask,117,178,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_165.jpg,without_mask,118,177,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_166.jpg,without_mask,76,52,248,255
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_168.jpg,without_mask,26,48,203,255
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_169.jpg,without_mask,76,52,248,255
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_17.jpg,without_mask,618,1144,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_170.jpg,without_mask,113,175,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_171.jpg,without_mask,118,172,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_172.jpg,without_mask,114,173,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_173.jpg,without_mask,113,175,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_174.jpg,without_mask,90,185,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_175.jpg,without_mask,31,51,299,375
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_176.jpg,without_mask,30,48,298,373
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_178.jpg,without_mask,1773,539,768,921
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_18.jpg,without_mask,615,1145,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_182.jpg,without_mask,0,0,186,214
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_183.jpg,without_mask,0,0,186,214
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_184.jpg,without_mask,110,163,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_185.jpg,without_mask,111,156,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_186.jpg,without_mask,108,154,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_187.jpg,without_mask,93,147,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_188.jpg,without_mask,116,147,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_189.jpg,without_mask,93,147,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_19.jpg,without_mask,574,1147,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_191.jpg,without_mask,100,254,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_192.jpg,without_mask,121,255,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_193.jpg,without_mask,105,254,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_194.jpg,without_mask,100,257,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_197.jpg,without_mask,7,0,193,258
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_198.jpg,without_mask,10,1,193,254
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_199.jpg,without_mask,6,0,193,251
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_2.jpg,without_mask,76,61,287,287
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_20.jpg,without_mask,574,1147,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_200.jpg,without_mask,603,1128,412,501
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_201.jpg,without_mask,611,1143,412,501
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_203.jpg,without_mask,106,0,373,311
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_204.jpg,without_mask,218,92,472,418
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_205.jpg,without_mask,106,0,373,311
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_206.jpg,without_mask,26,0,203,203
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_208.jpg,without_mask,22,0,202,203
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_209.jpg,without_mask,22,0,202,203
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_21.jpg,without_mask,32,0,136,130
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_210.jpg,without_mask,15,0,211,197
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_211.jpg,without_mask,34,19,242,281
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_214.jpg,without_mask,65,26,249,231
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_215.jpg,without_mask,78,40,255,247
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_216.jpg,without_mask,70,24,247,229
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_219.jpg,without_mask,107,172,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_22.jpg,without_mask,32,0,136,130
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_220.jpg,without_mask,116,167,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_221.jpg,without_mask,123,168,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_222.jpg,without_mask,123,165,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_223.jpg,without_mask,123,167,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_224.jpg,without_mask,107,149,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_226.jpg,without_mask,107,151,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_227.jpg,without_mask,106,151,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_229.jpg,without_mask,117,153,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_230.jpg,without_mask,117,153,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_231.jpg,without_mask,117,153,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_232.jpg,without_mask,96,152,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_233.jpg,without_mask,13,64,290,367
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_234.jpg,without_mask,107,201,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_235.jpg,without_mask,607,862,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_236.jpg,without_mask,607,862,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_237.jpg,without_mask,0,10,195,259
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_238.jpg,without_mask,0,10,195,259
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_239.jpg,without_mask,104,154,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_240.jpg,without_mask,92,152,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_241.jpg,without_mask,112,154,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_243.jpg,without_mask,112,154,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_244.jpg,without_mask,605,859,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_245.jpg,without_mask,586,885,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_246.jpg,without_mask,586,885,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_249.jpg,without_mask,116,150,320,433
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_25.jpg,without_mask,23,0,133,127
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_250.jpg,without_mask,66,22,200,174
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_251.jpg,without_mask,32,21,170,173
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_252.jpg,without_mask,32,23,166,175
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_253.jpg,without_mask,19,28,223,237
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_256.jpg,without_mask,18,26,230,242
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_260.jpg,without_mask,0,28,189,258
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_262.jpg,without_mask,0,24,189,258
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_263.jpg,without_mask,9,14,189,247
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_265.jpg,without_mask,68,33,185,177
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_267.jpg,without_mask,70,31,185,176
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_269.jpg,without_mask,125,156,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_27.jpg,without_mask,0,27,150,192
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_270.jpg,without_mask,100,160,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_272.jpg,without_mask,125,156,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_273.jpg,without_mask,107,151,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_276.jpg,without_mask,101,153,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_277.jpg,without_mask,111,171,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_280.jpg,without_mask,111,171,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_281.jpg,without_mask,103,172,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_282.jpg,without_mask,95,177,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_283.jpg,without_mask,119,173,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_284.jpg,without_mask,0,20,146,187
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_285.jpg,without_mask,0,25,146,185
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_290.jpg,without_mask,113,168,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_291.jpg,without_mask,111,168,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_292.jpg,without_mask,32,0,136,130
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_293.jpg,without_mask,32,0,136,130
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_294.jpg,without_mask,32,0,136,130
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_296.jpg,without_mask,903,1134,428,484
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_297.jpg,without_mask,904,861,428,484
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_298.jpg,without_mask,3,0,196,235
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_299.jpg,without_mask,0,0,197,228
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_30.jpg,without_mask,88,1,197,158
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_301.jpg,without_mask,603,1127,412,501
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_303.jpg,without_mask,607,1143,412,501
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_304.jpg,without_mask,105,167,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_306.jpg,without_mask,118,163,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_307.jpg,without_mask,36,9,164,156
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_308.jpg,without_mask,25,12,149,155
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_309.jpg,without_mask,90,155,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_31.jpg,without_mask,1754,1421,768,960
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_310.jpg,without_mask,111,149,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_311.jpg,without_mask,111,194,336,427
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_314.jpg,without_mask,105,192,336,427
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_315.jpg,without_mask,855,1734,864,864
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_317.jpg,without_mask,613,1442,864,864
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_318.jpg,without_mask,853,1729,864,864
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_319.jpg,without_mask,2669,1732,864,864
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_32.jpg,without_mask,1802,1425,768,960
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_33.jpg,without_mask,1451,1425,768,960
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_35.jpg,without_mask,175,176,417,434
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_36.jpg,without_mask,161,180,401,436
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_37.jpg,without_mask,112,152,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_38.jpg,without_mask,621,853,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_39.jpg,without_mask,4,24,187,258
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_40.jpg,without_mask,0,43,189,257
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_41.jpg,without_mask,3,28,186,258
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_42.jpg,without_mask,4,24,187,258
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_43.jpg,without_mask,0,29,158,258
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_44.jpg,without_mask,588,1137,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_45.jpg,without_mask,591,1140,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_48.jpg,without_mask,57,34,175,184
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_5.jpg,without_mask,65,12,264,217
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_50.jpg,without_mask,14,27,137,175
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_51.jpg,without_mask,123,168,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_52.jpg,without_mask,123,168,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_53.jpg,without_mask,107,172,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_54.jpg,without_mask,124,167,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_55.jpg,without_mask,107,172,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_56.jpg,without_mask,103,153,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_57.jpg,without_mask,581,853,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_58.jpg,without_mask,7,0,218,201
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_59.jpg,without_mask,15,0,228,200
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_60.jpg,without_mask,11,0,223,201
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_61.jpg,without_mask,11,0,223,201
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_62.jpg,without_mask,7,0,218,201
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_63.jpg,without_mask,110,0,364,267
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_64.jpg,without_mask,122,0,368,260
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_65.jpg,without_mask,517,68,658,348
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_66.jpg,without_mask,109,0,364,268
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_67.jpg,without_mask,127,0,369,255
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_69.jpg,without_mask,17,31,134,174
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_70.jpg,without_mask,17,31,134,174
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_71.jpg,without_mask,99,173,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_72.jpg,without_mask,104,170,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_73.jpg,without_mask,104,170,320,428
./Dataset/Face-Mask-Detection-master\without_mask\augmented_image_74.jpg,without_mask,0,10,225,283
